LIST	SCORE	LENGTH	NAME
list_ALL_noLOADneg.000 (N=631)	185	88	vf_1_152891
list_ALL_noLOADneg.000 (N=631)	198	70	vf_1_152894
list_ALL_noLOADneg.000 (N=631)	163	64	vf_1_152895
list_ALL_noLOADneg.000 (N=631)	171	35	ef_1_28314
list_ALL_noLOADneg.000 (N=631)	213	17	vf_1_28315
list_ALL_noLOADneg.000 (N=631)	275	127	vf_1_28316
list_ALL_noLOADneg.000 (N=631)	237	31	vf_1_28318
list_ALL_noLOADneg.000 (N=631)	188	48	vf_1_28319
list_ALL_noLOADneg.000 (N=631)	377	25	vf_1_28321
list_ALL_noLOADneg.000 (N=631)	165	61	vf_1_55527
list_ALL_noLOADneg.000 (N=631)	108	39	ef_1_55529
list_ALL_noLOADneg.000 (N=631)	243	41	vf_1_89532
list_ALL_noLOADneg.000 (N=631)	561	8	vf_1_89543
list_ALL_noLOADneg.000 (N=631)	151	18	vf_1_91214
list_ALL_noLOADneg.000 (N=631)	187	13	vf_1_142680
list_ALL_noLOADneg.000 (N=631)	229	35	vf_1_142686
list_ALL_noLOADneg.000 (N=631)	169	20	vf_1_142694
list_ALL_noLOADneg.000 (N=631)	325	12	vf_1_142699
list_ALL_noLOADneg.000 (N=631)	372	16	vf_1_149576
list_ALL_noLOADneg.000 (N=631)	200	29	vf_1_149578
list_ALL_noLOADneg.000 (N=631)	206	70	vf_1_149580
list_ALL_noLOADneg.000 (N=631)	165	14	vf_1_149585
list_ALL_noLOADneg.000 (N=631)	206	44	vf_1_149586
list_ALL_noLOADneg.000 (N=631)	264	119	vf_1_149592
list_ALL_noLOADneg.000 (N=631)	116	31	ef_1_154476
list_ALL_noLOADneg.000 (N=631)	429	8	vf_1_154478
list_ALL_noLOADneg.000 (N=631)	264	20	vf_1_154483
list_ALL_noLOADneg.000 (N=631)	200	17	vf_1_154989
list_ALL_noLOADneg.000 (N=631)	260	126	vf_1_157243
list_ALL_noLOADneg.000 (N=631)	225	106	ef_1_157243
list_ALL_noLOADneg.000 (N=631)	598	13	vf_1_157245
list_ALL_noLOADneg.000 (N=631)	209	18	vf_1_157246
list_ALL_noLOADneg.000 (N=631)	254	108	vf_1_157249
list_ALL_noLOADneg.000 (N=631)	257	46	vf_1_160172
list_ALL_noLOADneg.000 (N=631)	228	31	vf_1_161659
list_ALL_noLOADneg.000 (N=631)	274	52	vf_1_161660
list_ALL_noLOADneg.000 (N=631)	283	8	vf_1_164400
list_ALL_noLOADneg.000 (N=631)	172	56	vf_1_164402
list_ALL_noLOADneg.000 (N=631)	158	14	vf_1_164403
list_ALL_noLOADneg.000 (N=631)	156	130	vf_1_164407
list_ALL_noLOADneg.000 (N=631)	132	48	ef_1_164407
list_ALL_noLOADneg.000 (N=631)	477	13	vf_1_164408
list_ALL_noLOADneg.000 (N=631)	263	9	vf_1_172384
list_ALL_noLOADneg.000 (N=631)	110	22	ef_1_172405
list_ALL_noLOADneg.000 (N=631)	137	25	ef_1_178469
list_ALL_noLOADneg.000 (N=631)	287	8	vf_1_178472
list_ALL_noLOADneg.000 (N=631)	212	30	vf_1_193113
list_ALL_noLOADneg.000 (N=631)	296	8	vf_1_193117
list_ALL_noLOADneg.000 (N=631)	190	82	vf_1_193127
list_ALL_noLOADneg.000 (N=631)	200	13	vf_1_193130
list_ALL_noLOADneg.000 (N=631)	334	14	vf_1_195742
list_ALL_noLOADneg.000 (N=631)	285	68	vf_1_195743
list_ALL_noLOADneg.000 (N=631)	500	20	vf_1_195745
list_ALL_noLOADneg.000 (N=631)	214	43	vf_1_195746
list_ALL_noLOADneg.000 (N=631)	173	32	vf_1_195751
list_ALL_noLOADneg.000 (N=631)	268	66	vf_1_198432
list_ALL_noLOADneg.000 (N=631)	182	44	vf_1_198434
list_ALL_noLOADneg.000 (N=631)	179	22	vf_1_199072
list_ALL_noLOADneg.000 (N=631)	191	11	vf_1_199074
list_ALL_noLOADneg.000 (N=631)	254	11	vf_1_199076
list_ALL_noLOADneg.000 (N=631)	202	44	ef_1_2086
list_ALL_noLOADneg.000 (N=631)	241	28	vf_1_2088
list_ALL_noLOADneg.000 (N=631)	264	18	vf_1_26778
list_ALL_noLOADneg.000 (N=631)	255	80	vf_1_26784
list_ALL_noLOADneg.000 (N=631)	167	24	vf_1_26789
list_ALL_noLOADneg.000 (N=631)	142	70	ef_1_30601
list_ALL_noLOADneg.000 (N=631)	170	53	vf_1_30607
list_ALL_noLOADneg.000 (N=631)	186	24	vf_1_30609
list_ALL_noLOADneg.000 (N=631)	100	43	ef_1_30613
list_ALL_noLOADneg.000 (N=631)	289	19	vf_1_30614
list_ALL_noLOADneg.000 (N=631)	177	62	ef_1_30615
list_ALL_noLOADneg.000 (N=631)	189	26	vf_1_33531
list_ALL_noLOADneg.000 (N=631)	116	92	ef_1_33532
list_ALL_noLOADneg.000 (N=631)	241	12	vf_1_34276
list_ALL_noLOADneg.000 (N=631)	178	18	vf_1_34282
list_ALL_noLOADneg.000 (N=631)	779	27	vf_1_34294
list_ALL_noLOADneg.000 (N=631)	215	44	vf_1_34295
list_ALL_noLOADneg.000 (N=631)	239	57	vf_1_34298
list_ALL_noLOADneg.000 (N=631)	110	22	ef_1_34298
list_ALL_noLOADneg.000 (N=631)	163	8	vf_1_37321
list_ALL_noLOADneg.000 (N=631)	194	59	vf_1_39448
list_ALL_noLOADneg.000 (N=631)	237	42	vf_1_39449
list_ALL_noLOADneg.000 (N=631)	178	37	vf_1_39450
list_ALL_noLOADneg.000 (N=631)	269	303	vf_1_39451
list_ALL_noLOADneg.000 (N=631)	390	233	ef_1_39451
list_ALL_noLOADneg.000 (N=631)	422	50	vf_1_39452
list_ALL_noLOADneg.000 (N=631)	226	23	vf_1_39453
list_ALL_noLOADneg.000 (N=631)	157	133	vf_1_39454
list_ALL_noLOADneg.000 (N=631)	252	71	vf_1_39455
list_ALL_noLOADneg.000 (N=631)	365	19	vf_1_39456
list_ALL_noLOADneg.000 (N=631)	287	60	vf_1_39457
list_ALL_noLOADneg.000 (N=631)	285	71	vf_1_39458
list_ALL_noLOADneg.000 (N=631)	106	40	ef_1_39458
list_ALL_noLOADneg.000 (N=631)	306	70	vf_1_39459
list_ALL_noLOADneg.000 (N=631)	309	62	vf_1_39460
list_ALL_noLOADneg.000 (N=631)	315	8	vf_1_42480
list_ALL_noLOADneg.000 (N=631)	166	16	vf_1_42481
list_ALL_noLOADneg.000 (N=631)	181	21	vf_1_42484
list_ALL_noLOADneg.000 (N=631)	297	31	ef_1_44651
list_ALL_noLOADneg.000 (N=631)	108	20	ef_1_44654
list_ALL_noLOADneg.000 (N=631)	137	10	ef_1_44655
list_ALL_noLOADneg.000 (N=631)	219	33	ef_1_44656
list_ALL_noLOADneg.000 (N=631)	537	34	ef_1_44657
list_ALL_noLOADneg.000 (N=631)	247	33	ef_1_44658
list_ALL_noLOADneg.000 (N=631)	201	61	vf_1_49127
list_ALL_noLOADneg.000 (N=631)	135	60	ef_1_49127
list_ALL_noLOADneg.000 (N=631)	218	11	vf_1_49130
list_ALL_noLOADneg.000 (N=631)	173	11	vf_1_50100
list_ALL_noLOADneg.000 (N=631)	181	111	vf_1_50103
list_ALL_noLOADneg.000 (N=631)	176	36	ef_1_58820
list_ALL_noLOADneg.000 (N=631)	247	11	vf_1_58830
list_ALL_noLOADneg.000 (N=631)	170	12	vf_1_61867
list_ALL_noLOADneg.000 (N=631)	121	26	ef_1_61867
list_ALL_noLOADneg.000 (N=631)	169	31	vf_1_61872
list_ALL_noLOADneg.000 (N=631)	182	9	vf_1_63105
list_ALL_noLOADneg.000 (N=631)	234	23	vf_1_63107
list_ALL_noLOADneg.000 (N=631)	101	45	ef_1_81846
list_ALL_noLOADneg.000 (N=631)	337	37	vf_1_82624
list_ALL_noLOADneg.000 (N=631)	181	131	vf_1_82626
list_ALL_noLOADneg.000 (N=631)	193	132	vf_1_105704
list_ALL_noLOADneg.000 (N=631)	234	44	vf_1_105705
list_ALL_noLOADneg.000 (N=631)	169	60	vf_1_105707
list_ALL_noLOADneg.000 (N=631)	261	13	vf_1_105708
list_ALL_noLOADneg.000 (N=631)	192	28	ef_1_112316
list_ALL_noLOADneg.000 (N=631)	314	15	vf_1_112319
list_ALL_noLOADneg.000 (N=631)	341	16	vf_1_112321
list_ALL_noLOADneg.000 (N=631)	399	29	vf_1_112322
list_ALL_noLOADneg.000 (N=631)	270	16	vf_1_112324
list_ALL_noLOADneg.000 (N=631)	187	46	vf_1_112329
list_ALL_noLOADneg.000 (N=631)	247	34	vf_1_118030
list_ALL_noLOADneg.000 (N=631)	208	52	vf_1_118033
list_ALL_noLOADneg.000 (N=631)	502	43	vf_1_119922
list_ALL_noLOADneg.000 (N=631)	168	34	vf_1_119923
list_ALL_noLOADneg.000 (N=631)	127	27	ef_1_119923
list_ALL_noLOADneg.000 (N=631)	178	77	vf_1_119924
list_ALL_noLOADneg.000 (N=631)	270	64	ef_1_119924
list_ALL_noLOADneg.000 (N=631)	241	22	vf_1_119925
list_ALL_noLOADneg.000 (N=631)	505	84	vf_1_119926
list_ALL_noLOADneg.000 (N=631)	187	64	vf_1_119927
list_ALL_noLOADneg.000 (N=631)	169	8	vf_1_137235
list_ALL_noLOADneg.000 (N=631)	255	45	vf_1_137241
list_ALL_noLOADneg.000 (N=631)	160	20	vf_1_137247
list_ALL_noLOADneg.000 (N=631)	223	49	vf_2_88258
list_ALL_noLOADneg.000 (N=631)	205	66	vf_2_88259
list_ALL_noLOADneg.000 (N=631)	243	65	vf_2_88263
list_ALL_noLOADneg.000 (N=631)	262	120	vf_2_88265
list_ALL_noLOADneg.000 (N=631)	123	9	ef_2_79192
list_ALL_noLOADneg.000 (N=631)	169	44	vf_2_79200
list_ALL_noLOADneg.000 (N=631)	189	15	vf_2_90478
list_ALL_noLOADneg.000 (N=631)	263	17	vf_2_90484
list_ALL_noLOADneg.000 (N=631)	157	41	vf_2_91000
list_ALL_noLOADneg.000 (N=631)	163	27	vf_2_91008
list_ALL_noLOADneg.000 (N=631)	185	10	vf_2_93653
list_ALL_noLOADneg.000 (N=631)	150	41	vf_2_93657
list_ALL_noLOADneg.000 (N=631)	227	8	vf_2_93659
list_ALL_noLOADneg.000 (N=631)	115	13	ef_2_93673
list_ALL_noLOADneg.000 (N=631)	246	38	vf_2_98110
list_ALL_noLOADneg.000 (N=631)	406	12	vf_2_98115
list_ALL_noLOADneg.000 (N=631)	153	76	vf_2_98119
list_ALL_noLOADneg.000 (N=631)	201	21	vf_2_101743
list_ALL_noLOADneg.000 (N=631)	152	18	vf_2_101749
list_ALL_noLOADneg.000 (N=631)	341	8	vf_2_101751
list_ALL_noLOADneg.000 (N=631)	121	59	ef_2_101762
list_ALL_noLOADneg.000 (N=631)	583	14	vf_2_101762
list_ALL_noLOADneg.000 (N=631)	222	74	vf_2_101764
list_ALL_noLOADneg.000 (N=631)	236	10	vf_2_114860
list_ALL_noLOADneg.000 (N=631)	179	37	vf_2_3452
list_ALL_noLOADneg.000 (N=631)	156	66	vf_2_3453
list_ALL_noLOADneg.000 (N=631)	286	30	vf_2_3459
list_ALL_noLOADneg.000 (N=631)	510	10	vf_2_3460
list_ALL_noLOADneg.000 (N=631)	225	13	vf_2_3472
list_ALL_noLOADneg.000 (N=631)	277	16	vf_2_3473
list_ALL_noLOADneg.000 (N=631)	246	49	vf_2_3475
list_ALL_noLOADneg.000 (N=631)	197	10	vf_2_3479
list_ALL_noLOADneg.000 (N=631)	204	35	vf_2_3490
list_ALL_noLOADneg.000 (N=631)	195	10	vf_2_7250
list_ALL_noLOADneg.000 (N=631)	368	8	vf_2_13480
list_ALL_noLOADneg.000 (N=631)	264	8	vf_2_13482
list_ALL_noLOADneg.000 (N=631)	363	17	vf_2_13484
list_ALL_noLOADneg.000 (N=631)	123	25	ef_2_13498
list_ALL_noLOADneg.000 (N=631)	175	23	vf_2_13498
list_ALL_noLOADneg.000 (N=631)	193	29	vf_2_18244
list_ALL_noLOADneg.000 (N=631)	164	119	vf_2_19537
list_ALL_noLOADneg.000 (N=631)	122	45	ef_2_19539
list_ALL_noLOADneg.000 (N=631)	227	14	vf_2_19540
list_ALL_noLOADneg.000 (N=631)	194	88	vf_2_19544
list_ALL_noLOADneg.000 (N=631)	610	14	vf_2_19545
list_ALL_noLOADneg.000 (N=631)	155	65	vf_2_19548
list_ALL_noLOADneg.000 (N=631)	195	55	vf_2_26542
list_ALL_noLOADneg.000 (N=631)	232	24	vf_2_26545
list_ALL_noLOADneg.000 (N=631)	252	10	vf_2_26547
list_ALL_noLOADneg.000 (N=631)	206	21	vf_2_41263
list_ALL_noLOADneg.000 (N=631)	305	28	vf_2_41990
list_ALL_noLOADneg.000 (N=631)	150	62	vf_2_41993
list_ALL_noLOADneg.000 (N=631)	102	20	ef_2_41993
list_ALL_noLOADneg.000 (N=631)	175	44	vf_2_41995
list_ALL_noLOADneg.000 (N=631)	237	34	vf_2_46105
list_ALL_noLOADneg.000 (N=631)	425	101	ef_2_46317
list_ALL_noLOADneg.000 (N=631)	238	62	ef_2_46318
list_ALL_noLOADneg.000 (N=631)	449	17	vf_2_50809
list_ALL_noLOADneg.000 (N=631)	276	26	vf_2_50810
list_ALL_noLOADneg.000 (N=631)	194	30	vf_2_52505
list_ALL_noLOADneg.000 (N=631)	134	65	ef_2_52525
list_ALL_noLOADneg.000 (N=631)	156	75	vf_2_53147
list_ALL_noLOADneg.000 (N=631)	238	115	vf_2_53148
list_ALL_noLOADneg.000 (N=631)	509	12	vf_2_53150
list_ALL_noLOADneg.000 (N=631)	156	211	vf_2_53152
list_ALL_noLOADneg.000 (N=631)	204	247	vf_2_53153
list_ALL_noLOADneg.000 (N=631)	130	144	ef_2_53153
list_ALL_noLOADneg.000 (N=631)	198	10	vf_2_61664
list_ALL_noLOADneg.000 (N=631)	263	8	vf_2_61665
list_ALL_noLOADneg.000 (N=631)	315	134	vf_2_61666
list_ALL_noLOADneg.000 (N=631)	196	124	vf_2_67862
list_ALL_noLOADneg.000 (N=631)	115	10	ef_2_70947
list_ALL_noLOADneg.000 (N=631)	182	8	vf_2_70947
list_ALL_noLOADneg.000 (N=631)	117	39	ef_2_70955
list_ALL_noLOADneg.000 (N=631)	170	43	vf_2_70956
list_ALL_noLOADneg.000 (N=631)	164	8	vf_2_71745
