LIST	SCORE	LENGTH	NAME
allgenesArray.121.S201 (N=33761)	371	10	vf_1_21575
allgenesArray.121.S201 (N=33761)	228	19	vf_1_21606
allgenesArray.121.S201 (N=33761)	218	199	vf_1_21668
allgenesArray.121.S201 (N=33761)	266	22	vf_1_21673
allgenesArray.121.S201 (N=33761)	233	28	vf_1_21680
allgenesArray.121.S201 (N=33761)	222	73	vf_1_21682
allgenesArray.121.S201 (N=33761)	217	196	vf_1_21689
allgenesArray.121.S201 (N=33761)	241	182	vf_1_21697
allgenesArray.121.S201 (N=33761)	238	51	vf_1_21699
allgenesArray.121.S201 (N=33761)	214	137	vf_1_21706
allgenesArray.121.S201 (N=33761)	657	10	vf_1_21710
allgenesArray.121.S201 (N=33761)	288	79	vf_1_21726
allgenesArray.121.S201 (N=33761)	259	8	vf_1_21728
allgenesArray.121.S201 (N=33761)	211	11	vf_1_21739
allgenesArray.121.S201 (N=33761)	214	119	vf_1_21749
allgenesArray.121.S201 (N=33761)	468	42	vf_1_21751
allgenesArray.121.S201 (N=33761)	203	52	vf_1_21765
allgenesArray.121.S201 (N=33761)	374	22	vf_1_21905
allgenesArray.121.S201 (N=33761)	558	13	vf_1_21940
allgenesArray.121.S201 (N=33761)	326	18	vf_1_21942
allgenesArray.121.S201 (N=33761)	210	37	ef_1_21945
allgenesArray.121.S201 (N=33761)	387	15	vf_1_21953
allgenesArray.121.S201 (N=33761)	273	9	vf_1_21961
allgenesArray.121.S201 (N=33761)	230	18	ef_1_21984
allgenesArray.121.S201 (N=33761)	237	14	vf_1_21998
allgenesArray.121.S201 (N=33761)	475	15	vf_1_22014
allgenesArray.121.S201 (N=33761)	375	23	vf_1_22016
allgenesArray.121.S201 (N=33761)	443	16	vf_1_22020
allgenesArray.121.S201 (N=33761)	284	30	vf_1_22122
allgenesArray.121.S201 (N=33761)	208	14	ef_1_22142
allgenesArray.121.S201 (N=33761)	266	8	vf_1_22143
allgenesArray.121.S201 (N=33761)	353	16	vf_1_22166
allgenesArray.121.S201 (N=33761)	255	31	vf_1_22189
allgenesArray.121.S201 (N=33761)	280	21	vf_1_22192
allgenesArray.121.S201 (N=33761)	264	24	vf_1_22195
allgenesArray.121.S201 (N=33761)	227	75	vf_1_22196
allgenesArray.121.S201 (N=33761)	225	26	vf_1_22199
allgenesArray.121.S201 (N=33761)	270	42	vf_1_22204
allgenesArray.121.S201 (N=33761)	206	38	vf_1_22210
allgenesArray.121.S201 (N=33761)	336	8	vf_1_22218
allgenesArray.121.S201 (N=33761)	276	83	vf_1_22220
allgenesArray.121.S201 (N=33761)	232	26	vf_1_22233
allgenesArray.121.S201 (N=33761)	213	14	vf_1_22247
allgenesArray.121.S201 (N=33761)	213	10	vf_1_22251
allgenesArray.121.S201 (N=33761)	221	71	vf_1_22256
allgenesArray.121.S201 (N=33761)	305	15	vf_1_22258
allgenesArray.121.S201 (N=33761)	223	61	vf_1_22274
allgenesArray.121.S201 (N=33761)	476	14	vf_1_22296
allgenesArray.121.S201 (N=33761)	204	37	ef_1_22299
allgenesArray.121.S201 (N=33761)	219	13	vf_1_22328
allgenesArray.121.S201 (N=33761)	206	19	vf_1_22360
allgenesArray.121.S201 (N=33761)	258	12	vf_1_22378
allgenesArray.121.S201 (N=33761)	318	24	vf_1_22381
allgenesArray.121.S201 (N=33761)	246	31	vf_1_22382
allgenesArray.121.S201 (N=33761)	217	9	vf_1_22384
allgenesArray.121.S201 (N=33761)	225	41	vf_1_22412
allgenesArray.121.S201 (N=33761)	248	23	vf_1_22417
allgenesArray.121.S201 (N=33761)	223	22	vf_1_22418
allgenesArray.121.S201 (N=33761)	317	8	vf_1_22430
allgenesArray.121.S201 (N=33761)	229	22	ef_1_22447
allgenesArray.121.S201 (N=33761)	285	8	vf_1_22451
allgenesArray.121.S201 (N=33761)	230	9	vf_1_22475
allgenesArray.121.S201 (N=33761)	355	15	vf_1_22476
allgenesArray.121.S201 (N=33761)	342	19	vf_1_22481
allgenesArray.121.S201 (N=33761)	234	13	vf_1_22486
allgenesArray.121.S201 (N=33761)	301	92	vf_1_22487
allgenesArray.121.S201 (N=33761)	266	122	vf_1_22488
allgenesArray.121.S201 (N=33761)	231	178	vf_1_22489
allgenesArray.121.S201 (N=33761)	217	69	vf_1_22498
allgenesArray.121.S201 (N=33761)	529	22	vf_1_22507
allgenesArray.121.S201 (N=33761)	264	20	vf_1_22512
allgenesArray.121.S201 (N=33761)	471	22	vf_1_22520
allgenesArray.121.S201 (N=33761)	315	11	vf_1_22522
allgenesArray.121.S201 (N=33761)	206	14	vf_1_22534
allgenesArray.121.S201 (N=33761)	216	10	vf_1_22535
allgenesArray.121.S201 (N=33761)	483	12	vf_1_22565
allgenesArray.121.S201 (N=33761)	283	8	vf_1_22569
allgenesArray.121.S201 (N=33761)	240	158	ef_1_22616
allgenesArray.121.S201 (N=33761)	257	25	vf_1_22639
allgenesArray.121.S201 (N=33761)	250	25	ef_1_22688
allgenesArray.121.S201 (N=33761)	295	22	vf_1_22733
allgenesArray.121.S201 (N=33761)	662	16	vf_1_22742
allgenesArray.121.S201 (N=33761)	206	15	vf_1_22757
allgenesArray.121.S201 (N=33761)	283	25	vf_1_22846
allgenesArray.121.S201 (N=33761)	284	51	ef_1_22848
allgenesArray.121.S201 (N=33761)	335	10	vf_1_22849
allgenesArray.121.S201 (N=33761)	228	12	vf_1_22950
allgenesArray.121.S201 (N=33761)	416	8	vf_1_22952
allgenesArray.121.S201 (N=33761)	229	19	vf_1_22965
allgenesArray.121.S201 (N=33761)	451	11	vf_1_22972
allgenesArray.121.S201 (N=33761)	393	14	vf_1_22992
allgenesArray.121.S201 (N=33761)	204	8	vf_1_23030
allgenesArray.121.S201 (N=33761)	216	40	vf_1_23050
allgenesArray.121.S201 (N=33761)	494	19	vf_1_23051
allgenesArray.121.S201 (N=33761)	240	42	vf_1_23058
allgenesArray.121.S201 (N=33761)	255	44	vf_1_23082
allgenesArray.121.S201 (N=33761)	259	25	vf_1_23118
allgenesArray.121.S201 (N=33761)	279	34	vf_1_23130
allgenesArray.121.S201 (N=33761)	211	13	vf_1_23152
allgenesArray.121.S201 (N=33761)	242	185	vf_1_23179
allgenesArray.121.S201 (N=33761)	291	25	vf_1_23199
allgenesArray.121.S201 (N=33761)	201	34	vf_1_23203
allgenesArray.121.S201 (N=33761)	251	35	vf_1_23204
allgenesArray.121.S201 (N=33761)	216	8	vf_1_23258
allgenesArray.121.S201 (N=33761)	251	96	ef_1_23346
allgenesArray.121.S201 (N=33761)	246	80	vf_1_23346
allgenesArray.121.S201 (N=33761)	340	15	vf_1_23358
allgenesArray.121.S201 (N=33761)	486	26	vf_1_23363
allgenesArray.121.S201 (N=33761)	220	26	vf_1_23365
allgenesArray.121.S201 (N=33761)	318	27	vf_1_23379
allgenesArray.121.S201 (N=33761)	203	74	ef_1_23381
allgenesArray.121.S201 (N=33761)	371	8	vf_1_23383
allgenesArray.121.S201 (N=33761)	272	25	ef_1_23386
allgenesArray.121.S201 (N=33761)	242	16	vf_1_23389
allgenesArray.121.S201 (N=33761)	234	24	vf_1_23396
allgenesArray.121.S201 (N=33761)	313	34	vf_1_23415
allgenesArray.121.S201 (N=33761)	301	18	vf_1_23416
allgenesArray.121.S201 (N=33761)	366	40	vf_1_23417
